url_len,host_len,path_len,query_len,n_digits,n_hyphens,n_special,subdomain_depth,has_ip,has_at,pct_encoded,double_slash_in_path,shannon_entropy_url,is_shortener,suspicious_token_present,label
22,13,1,0,0,0,0,0,0,0,0,0,3.5383105,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.5778196,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.7544417,0,0,0
25,16,1,0,0,1,0,0,0,0,0,0,3.6732697,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.8035088,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.7946534,0,0,0
26,17,1,0,0,2,0,0,0,0,0,0,3.8150723,0,0,0
17,8,1,0,1,0,0,0,0,0,0,0,3.5280643,0,0,0
14,5,1,0,0,0,0,0,0,0,0,0,3.324863,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.2927701,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.863465,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.88018,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
28,19,1,0,0,1,0,0,0,0,0,0,3.8868394,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5766177,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.2028196,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.7946534,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.438722,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.7489948,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6464393,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.3371754,0,0,0
30,21,1,0,0,1,0,0,0,0,0,0,3.7777472,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.6753109,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.6818807,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.7720551,0,0,0
19,10,1,0,0,1,0,0,0,0,0,0,3.5368867,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.1496735,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.7406015,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.6835423,0,0,0
30,21,1,0,0,0,0,0,0,0,0,0,3.6314018,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.497156,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.4936607,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.4841838,0,0,0
20,11,1,0,0,1,0,0,0,0,0,0,3.4841838,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.845351,0,0,0
15,6,1,0,0,0,0,0,0,0,0,0,3.189898,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.2806392,0,0,0
